trade_date,strike,side,entry_time,entry_price,exit_time,exit_price,pnl,exit_reason,pivot,mfe,mae,plus20_hit,plus40_hit,loss_count_after_trade,daily_pnl_after_trade,entry_ema20,entry_above_ema20,distance_from_ema20,previous_candle_touched_ema20,current_candle_touched_ema20,entry_candle_color,entry_near_ema20_5pts,entry_near_ema20_10pts,entry_near_ema20_15pts
2026-06-01,23650,PE,2026-06-01 10:10:00,143.3,2026-06-01 10:45:00,128.9,-14.400000000000006,stop,135.125,21.69999999999999,-19.200000000000017,True,False,1,-14.400000000000006,116.75832558021041,True,26.5416744197896,False,False,green,False,False,False
2026-06-01,23650,PE,2026-06-01 11:40:00,136.3,2026-06-01 12:10:00,157.45,21.149999999999977,stop,135.125,50.849999999999994,-6.700000000000017,True,True,1,6.749999999999972,125.78350510888848,True,10.516494891111535,False,True,green,False,False,True
2026-06-03,23400,CE,2026-06-03 13:00:00,170.55,2026-06-03 15:05:00,237.8,67.25,stop,170.1,129.39999999999998,-9.450000000000017,True,True,0,67.25,155.2626815436998,True,15.287318456300198,False,False,green,False,False,False
2026-06-04,23300,CE,2026-06-04 13:20:00,208.7,2026-06-04 14:50:00,241.05,32.35000000000002,stop,200.15,77.80000000000001,-9.899999999999977,True,True,0,32.35000000000002,238.54634487067983,False,-29.846344870679843,False,False,green,False,False,False
2026-06-05,23500,PE,2026-06-05 10:00:00,147.15,2026-06-05 10:55:00,188.85,41.69999999999999,stop,140.625,91.85,-22.950000000000003,True,True,0,41.69999999999999,164.562020044615,False,-17.41202004461499,True,True,red,False,False,False
2026-06-05,23500,PE,2026-06-05 11:10:00,150.1,2026-06-05 13:55:00,227.35,77.25,stop,140.625,122.00000000000003,-5.0,True,True,0,118.94999999999999,167.13604099634577,False,-17.036040996345776,False,False,green,False,False,False
2026-06-08,23100,CE,2026-06-08 14:15:00,146.85,2026-06-08 15:00:00,110.95,-35.89999999999999,stop,138.425,17.900000000000006,-41.64999999999999,False,False,1,-35.89999999999999,171.80981170654064,False,-24.95981170654065,False,False,green,False,False,False
2026-06-10,23250,CE,2026-06-10 14:30:00,199.75,2026-06-10 14:40:00,176.7,-23.05000000000001,stop,189.85,8.0,-23.69999999999999,False,False,1,-23.05000000000001,234.2070146892538,False,-34.45701468925381,False,False,red,False,False,False
2026-06-11,23100,CE,2026-06-11 09:25:00,181.1,2026-06-11 09:55:00,168.75,-12.349999999999994,stop,175.5,21.400000000000006,-18.900000000000006,True,False,1,-12.349999999999994,252.9054358341059,False,-71.80543583410591,False,False,green,False,False,False
2026-06-11,23100,CE,2026-06-11 15:00:00,177.2,2026-06-11 15:25:00,208.8,31.600000000000023,end_of_day,175.5,32.10000000000002,-6.849999999999994,True,False,1,19.25000000000003,222.64584888378943,False,-45.44584888378944,False,False,red,False,False,False
2026-06-12,23400,CE,2026-06-12 09:30:00,150.25,2026-06-12 09:40:00,130.8,-19.44999999999999,stop,143.5,0.0,-23.299999999999997,False,False,1,-19.44999999999999,98.20675319861456,True,52.043246801385436,False,False,green,False,False,False
2026-06-12,23400,PE,2026-06-12 09:50:00,153.3,2026-06-12 13:25:00,123.8,-29.500000000000014,stop,143.5,29.94999999999999,-49.60000000000001,True,False,2,-48.95,195.59626210340588,False,-42.296262103405866,False,False,green,False,False,False
2026-06-15,24000,PE,2026-06-15 10:50:00,107.35,2026-06-15 13:05:00,132.55,25.200000000000017,stop,106.925,57.650000000000006,-2.5999999999999943,True,True,0,25.200000000000017,168.26301665869363,False,-60.913016658693635,False,False,red,False,False,False
2026-06-17,24050,CE,2026-06-17 09:50:00,170.7,2026-06-17 11:55:00,154.55,-16.149999999999977,stop,169.25,11.25,-16.25,False,False,1,-16.149999999999977,144.71384062091226,True,25.986159379087724,False,False,green,False,False,False
2026-06-17,24050,PE,2026-06-17 12:30:00,169.8,2026-06-17 13:35:00,154.75,-15.050000000000011,stop,169.25,13.949999999999989,-18.30000000000001,False,False,2,-31.19999999999999,164.52030397941087,True,5.279696020589142,False,False,green,False,True,True
2026-06-17,24050,PE,2026-06-17 14:30:00,171.0,2026-06-17 14:55:00,140.1,-30.900000000000006,stop,169.25,2.8499999999999943,-30.900000000000006,False,False,3,-62.099999999999994,166.2299899010318,True,4.770010098968214,True,False,red,True,True,True
2026-06-18,24050,CE,2026-06-18 09:30:00,144.15,2026-06-18 10:35:00,132.75,-11.400000000000006,stop,142.775,31.25,-11.400000000000006,True,False,1,-11.400000000000006,152.8809484383969,False,-8.730948438396894,False,False,red,False,True,True
2026-06-18,24050,CE,2026-06-18 14:20:00,144.35,2026-06-18 15:25:00,197.35,53.0,end_of_day,142.775,54.599999999999994,-17.5,True,True,1,41.599999999999994,147.96682300404535,False,-3.616823004045358,False,False,green,True,True,True
