datetime,open,high,low,close,volume
2026-01-02T09:30:00+0530,26207,26249.65,26195.9,26248.05,0
2026-01-02T09:45:00+0530,26248.35,26272.85,26243.65,26254.6,0
2026-01-02T10:00:00+0530,26254.1,26261,26238.65,26254.65,0
2026-01-02T10:15:00+0530,26254.9,26266.2,26243.9,26247.1,0
2026-01-02T10:30:00+0530,26246.8,26259.95,26235.05,26253.65,0
2026-01-02T10:45:00+0530,26253.7,26267.85,26252.05,26263.35,0
2026-01-02T11:00:00+0530,26262.7,26265.05,26243.3,26254.05,0
2026-01-02T11:15:00+0530,26253.3,26275.05,26252.75,26273.25,0
2026-01-02T11:30:00+0530,26273.35,26289.05,26270.7,26285.5,0
2026-01-02T11:45:00+0530,26285.6,26298.7,26278.1,26280,0
2026-01-02T12:00:00+0530,26280.7,26291.2,26275.05,26287.6,0
2026-01-02T12:15:00+0530,26287.1,26301.1,26277,26297.85,0
2026-01-02T12:30:00+0530,26297.45,26312.4,26296.5,26303.05,0
2026-01-02T12:45:00+0530,26301.65,26304.25,26286.7,26295.7,0
2026-01-02T13:00:00+0530,26294.95,26305.9,26290.2,26302.75,0
2026-01-02T13:15:00+0530,26302.75,26314.55,26300.2,26302.5,0
2026-01-02T13:30:00+0530,26302.1,26310.05,26298.95,26304.6,0
2026-01-02T13:45:00+0530,26304.7,26310.95,26296.35,26298.1,0
2026-01-02T14:00:00+0530,26298.6,26306.6,26295.8,26302.8,0
2026-01-02T14:15:00+0530,26302.6,26315.05,26301.75,26307.3,0
2026-01-02T14:30:00+0530,26307,26307,26267.2,26271.8,0
2026-01-02T14:45:00+0530,26272.1,26296.5,26265.85,26294.25,0
2026-01-02T15:00:00+0530,26297.05,26332.15,26297.05,26324.75,0
2026-01-02T15:15:00+0530,26322.7,26340,26319.5,26335.7,0
2026-01-05T09:15:00+0530,26333.7,26358.25,26287.65,26301.6,0
2026-01-05T09:30:00+0530,26301.2,26301.65,26263.6,26279.25,0
2026-01-05T09:45:00+0530,26280.1,26326.5,26274,26316.9,0
2026-01-05T10:00:00+0530,26317,26342.3,26285.1,26339.15,0
2026-01-05T10:15:00+0530,26339.1,26373.2,26337,26354.55,0
2026-01-05T10:30:00+0530,26354.85,26363.35,26333.95,26348.4,0
2026-01-05T10:45:00+0530,26348.5,26362.05,26343.4,26349.6,0
2026-01-05T11:00:00+0530,26348,26365,26346.65,26359.25,0
2026-01-05T11:15:00+0530,26358.95,26361.35,26313.85,26326.65,0
2026-01-05T11:30:00+0530,26327.4,26341.6,26315.5,26338.7,0
2026-01-05T11:45:00+0530,26338.7,26341.15,26317.65,26332.05,0
2026-01-05T12:00:00+0530,26331.5,26334.85,26311.5,26333.2,0
2026-01-05T12:15:00+0530,26334.2,26343.35,26329.5,26333.4,0
2026-01-05T12:30:00+0530,26333.1,26342.65,26330.45,26333.05,0
2026-01-05T12:45:00+0530,26332.85,26349.35,26326.4,26333.4,0
2026-01-05T13:00:00+0530,26333.15,26334.9,26307.8,26308.75,0
2026-01-05T13:15:00+0530,26308.15,26312.9,26292.85,26294.65,0
2026-01-05T13:30:00+0530,26295.15,26298.3,26279.85,26296.3,0
2026-01-05T13:45:00+0530,26296.1,26296.1,26252,26252,0
2026-01-05T14:00:00+0530,26252.2,26253.25,26210.05,26226.75,0
2026-01-05T14:15:00+0530,26226.8,26239.3,26210.8,26227.25,0
2026-01-05T14:30:00+0530,26227,26258.7,26227,26257.15,0
2026-01-05T14:45:00+0530,26257.15,26282.85,26252.45,26280.1,0
2026-01-05T15:00:00+0530,26279.4,26282.9,26243.3,26249.25,0
2026-01-05T15:15:00+0530,26249.85,26250.55,26232.6,26244.65,0
2026-01-06T09:15:00+0530,26189.7,26238.6,26144.7,26173.85,0
2026-01-06T09:30:00+0530,26171.85,26229.3,26171.85,26199.35,0
2026-01-06T09:45:00+0530,26199.3,26259.35,26197.8,26256.8,0
2026-01-06T10:00:00+0530,26258.35,26273.95,26237.15,26243.25,0
2026-01-06T10:15:00+0530,26242.2,26252.9,26218.1,26224.1,0
2026-01-06T10:30:00+0530,26223.1,26238.5,26202.35,26212.1,0
2026-01-06T10:45:00+0530,26211.75,26221,26201.35,26201.35,0
2026-01-06T11:00:00+0530,26201.7,26222.15,26192.65,26194.45,0
2026-01-06T11:15:00+0530,26194.8,26195.65,26141.05,26173.05,0
2026-01-06T11:30:00+0530,26172.15,26196.6,26165.9,26193.6,0
2026-01-06T11:45:00+0530,26193,26200.2,26171.65,26174.5,0
2026-01-06T12:00:00+0530,26173.1,26179.4,26153,26167.65,0
2026-01-06T12:15:00+0530,26167.5,26169.8,26150.15,26161.85,0
2026-01-06T12:30:00+0530,26161.6,26169.8,26155.25,26163.7,0
2026-01-06T12:45:00+0530,26163.75,26180.1,26156.2,26178.9,0
2026-01-06T13:00:00+0530,26178.75,26195,26171.8,26174.7,0
2026-01-06T13:15:00+0530,26173.95,26174.7,26152,26162.25,0
2026-01-06T13:30:00+0530,26161.75,26164.35,26147.15,26164.1,0
2026-01-06T13:45:00+0530,26163.65,26179.7,26149.75,26153.25,0
2026-01-06T14:00:00+0530,26151.95,26172.3,26125.8,26133.15,0
2026-01-06T14:15:00+0530,26133.25,26148.05,26125.3,26148.05,0
2026-01-06T14:30:00+0530,26147.75,26153.85,26124.75,26149.7,0
2026-01-06T14:45:00+0530,26149.8,26169.8,26147.65,26164,0
2026-01-06T15:00:00+0530,26165.05,26187.7,26165.05,26175.95,0
2026-01-06T15:15:00+0530,26175,26186.1,26170.85,26174.65,0
2026-01-07T09:15:00+0530,26143.1,26166,26104.3,26120.35,0
2026-01-07T09:30:00+0530,26121.75,26150.95,26106.15,26108.2,0
2026-01-07T09:45:00+0530,26108.1,26139.05,26096.65,26138.8,0
2026-01-07T10:00:00+0530,26138.95,26168.2,26132.9,26167.25,0
2026-01-07T10:15:00+0530,26167.75,26187.15,26129.75,26134,0
2026-01-07T10:30:00+0530,26135.6,26145.25,26125.2,26141.9,0
2026-01-07T10:45:00+0530,26142.4,26175.7,26133.8,26163.35,0
2026-01-07T11:00:00+0530,26164.5,26184.75,26150.55,26151.6,0
2026-01-07T11:15:00+0530,26151.7,26156.8,26131.8,26142.4,0
2026-01-07T11:30:00+0530,26143.25,26166.45,26140.8,26143.2,0
2026-01-07T11:45:00+0530,26143.8,26144.35,26118.95,26120.65,0
2026-01-07T12:00:00+0530,26121.55,26123.3,26106.2,26112.1,0
2026-01-07T12:15:00+0530,26112.55,26115.55,26096.45,26098.05,0
2026-01-07T12:30:00+0530,26098.9,26110.3,26078.55,26083.25,0
2026-01-07T12:45:00+0530,26083.45,26099.45,26077,26098,0
2026-01-07T13:00:00+0530,26098.6,26114,26096.8,26102.9,0
2026-01-07T13:15:00+0530,26103.25,26104.85,26069.3,26073,0
2026-01-07T13:30:00+0530,26073.25,26084.95,26067.9,26076.1,0
2026-01-07T13:45:00+0530,26076.6,26093.4,26070.7,26092.5,0
2026-01-07T14:00:00+0530,26093.45,26106.15,26082.2,26098.85,0
2026-01-07T14:15:00+0530,26099.25,26099.55,26084,26096.2,0
2026-01-07T14:30:00+0530,26096.45,26111.45,26083.2,26109,0
2026-01-07T14:45:00+0530,26109.35,26121.3,26094.1,26117.35,0
2026-01-07T15:00:00+0530,26122.25,26152.95,26119.6,26151.8,0
2026-01-07T15:15:00+0530,26153.4,26153.6,26133.75,26142.9,0
2026-01-08T09:15:00+0530,26106.5,26133.2,26063.75,26064.5,0
2026-01-08T09:30:00+0530,26065,26103.35,26049.85,26090.7,0
2026-01-08T09:45:00+0530,26090.65,26099.1,26066.2,26091.7,0
2026-01-08T10:00:00+0530,26091.05,26091.65,26047.9,26061.15,0
2026-01-08T10:15:00+0530,26061.8,26062,26026.15,26039.95,0
2026-01-08T10:30:00+0530,26040.15,26042.55,26025,26031.6,0
2026-01-08T10:45:00+0530,26031.85,26035.75,26012.8,26016.9,0
2026-01-08T11:00:00+0530,26017.55,26017.75,26000.95,26003.8,0
2026-01-08T11:15:00+0530,26001.65,26008.2,25963.65,25975.6,0
2026-01-08T11:30:00+0530,25975.2,25988.6,25961.8,25974.15,0
2026-01-08T11:45:00+0530,25974.2,25978.5,25935.9,25938.3,0
2026-01-08T12:00:00+0530,25938.1,25943.2,25884.15,25933.75,0
2026-01-08T12:15:00+0530,25934,25945.4,25919.9,25935.8,0
2026-01-08T12:30:00+0530,25935.7,25938.15,25912.25,25924.45,0
2026-01-08T12:45:00+0530,25924.75,25926,25903.15,25911.7,0
2026-01-08T13:00:00+0530,25912.05,25928.5,25900.75,25926.1,0
2026-01-08T13:15:00+0530,25925.25,25928.2,25893.5,25893.5,0
2026-01-08T13:30:00+0530,25894.15,25911.2,25886.4,25907.6,0
2026-01-08T13:45:00+0530,25907.3,25939,25905.2,25929.35,0
2026-01-08T14:00:00+0530,25929,25942.2,25915.4,25926.95,0
2026-01-08T14:15:00+0530,25926.3,25946.2,25900.45,25905.45,0
2026-01-08T14:30:00+0530,25906.9,25940.95,25902.1,25928.2,0
2026-01-08T14:45:00+0530,25928.55,25940.2,25910.25,25911.15,0
2026-01-08T15:00:00+0530,25912.1,25917.7,25860.2,25878.05,0
2026-01-08T15:15:00+0530,25878.05,25882.15,25858.45,25868.9,0
2026-01-09T09:15:00+0530,25840.4,25940.6,25839.15,25840.9,0
2026-01-09T09:30:00+0530,25841.1,25876.7,25818.35,25876.7,0
2026-01-09T09:45:00+0530,25876.85,25897.65,25849.65,25894.05,0
2026-01-09T10:00:00+0530,25894.2,25901.95,25850.35,25856.6,0
2026-01-09T10:15:00+0530,25858,25896.85,25854.1,25887.85,0
2026-01-09T10:30:00+0530,25888.45,25890.75,25838.55,25856.45,0
2026-01-09T10:45:00+0530,25856.85,25868.4,25806.8,25821.65,0
2026-01-09T11:00:00+0530,25821.3,25824.3,25798.8,25798.8,0
2026-01-09T11:15:00+0530,25800.15,25807.55,25790.95,25804.5,0
2026-01-09T11:30:00+0530,25805.2,25821.65,25753.7,25755.35,0
2026-01-09T11:45:00+0530,25754.95,25761.7,25735.15,25743.25,0
2026-01-09T12:00:00+0530,25743.9,25761.75,25734.1,25739.35,0
2026-01-09T12:15:00+0530,25740.45,25756.65,25714.85,25716.75,0
2026-01-09T12:30:00+0530,25717,25729,25674.5,25689.15,0
2026-01-09T12:45:00+0530,25688.95,25699.45,25665.15,25689.7,0
2026-01-09T13:00:00+0530,25691.3,25698.3,25680.65,25691.05,0
2026-01-09T13:15:00+0530,25691.05,25716.35,25685.25,25709.15,0
2026-01-09T13:30:00+0530,25708.6,25730.4,25681.3,25683.8,0
2026-01-09T13:45:00+0530,25684.9,25691.95,25664.85,25683.85,0
2026-01-09T14:00:00+0530,25683.9,25692.95,25658.75,25660.15,0
2026-01-09T14:15:00+0530,25662.85,25675.85,25651.9,25651.9,0
2026-01-09T14:30:00+0530,25653.8,25670.65,25623,25657.3,0
2026-01-09T14:45:00+0530,25658.75,25684.35,25657.25,25674.7,0
2026-01-09T15:00:00+0530,25679.9,25703,25661.05,25695.05,0
2026-01-09T15:15:00+0530,25694.15,25703.7,25677.05,25703.7,0
2026-01-12T09:15:00+0530,25669.05,25700.95,25529.05,25532.45,0
2026-01-12T09:30:00+0530,25532.35,25597.1,25532.35,25557.6,0
2026-01-12T09:45:00+0530,25558.4,25608.55,25546,25557.55,0
2026-01-12T10:00:00+0530,25557.9,25596.25,25556.4,25556.9,0
2026-01-12T10:15:00+0530,25556.9,25598.2,25545.95,25583.15,0
2026-01-12T10:30:00+0530,25582.85,25593,25558.25,25563.15,0
2026-01-12T10:45:00+0530,25561.8,25582.65,25538.8,25547.35,0
2026-01-12T11:00:00+0530,25547.6,25551.5,25529.55,25532.85,0
2026-01-12T11:15:00+0530,25531.9,25532.95,25501.65,25502.4,0
2026-01-12T11:30:00+0530,25501.95,25502.5,25473.4,25480.6,0
2026-01-12T11:45:00+0530,25481.45,25502.85,25474.5,25501.55,0
2026-01-12T12:00:00+0530,25501.45,25578.9,25496.2,25578.3,0
2026-01-12T12:15:00+0530,25577.5,25678.9,25566.25,25660.8,0
2026-01-12T12:30:00+0530,25660.95,25737.25,25656.45,25723.05,0
2026-01-12T12:45:00+0530,25723.35,25738.4,25708.85,25709.05,0
2026-01-12T13:00:00+0530,25709.5,25726.55,25673.1,25722.3,0
2026-01-12T13:15:00+0530,25721.8,25728.25,25687.25,25689.05,0
2026-01-12T13:30:00+0530,25689.15,25757.9,25689.15,25730.45,0
2026-01-12T13:45:00+0530,25730.55,25748.5,25727.4,25741.7,0
2026-01-12T14:00:00+0530,25741.3,25743.65,25715.1,25728.45,0
2026-01-12T14:15:00+0530,25727.95,25770.9,25727,25755.7,0
2026-01-12T14:30:00+0530,25756,25763.7,25704.65,25760.8,0
2026-01-12T14:45:00+0530,25760.35,25813.15,25755.2,25810.45,0
2026-01-12T15:00:00+0530,25808.95,25808.95,25775.1,25778.5,0
2026-01-12T15:15:00+0530,25778.5,25807.95,25778.3,25806.1,0
2026-01-13T09:15:00+0530,25897.35,25899.8,25760.05,25762.85,0
2026-01-13T09:30:00+0530,25761.4,25778,25709.85,25730.2,0
2026-01-13T09:45:00+0530,25732.4,25789.75,25700.85,25709.85,0
2026-01-13T10:00:00+0530,25710.15,25771,25705.2,25738.1,0
2026-01-13T10:15:00+0530,25738.9,25803.6,25726.1,25799.45,0
2026-01-13T10:30:00+0530,25799.3,25827.05,25750.2,25767.7,0
2026-01-13T10:45:00+0530,25766.9,25799.6,25754.95,25778.9,0
2026-01-13T11:00:00+0530,25779.75,25799.55,25759.65,25788.6,0
2026-01-13T11:15:00+0530,25788,25803.95,25775.7,25795.9,0
2026-01-13T11:30:00+0530,25794.3,25819.3,25786.75,25789.7,0
2026-01-13T11:45:00+0530,25788.45,25790.4,25752.15,25754.2,0
2026-01-13T12:00:00+0530,25753.65,25754,25712.95,25713.7,0
2026-01-13T12:15:00+0530,25712.8,25732.85,25703.85,25732.6,0
2026-01-13T12:30:00+0530,25731.4,25734.4,25687.95,25704.05,0
2026-01-13T12:45:00+0530,25704.25,25707.6,25650.85,25653,0
2026-01-13T13:00:00+0530,25651.45,25670.3,25627.4,25658.45,0
2026-01-13T13:15:00+0530,25658.2,25676.8,25639.6,25654.35,0
2026-01-13T13:30:00+0530,25655.1,25681.2,25647.65,25676.15,0
2026-01-13T13:45:00+0530,25675.25,25686.65,25658.95,25663.65,0
2026-01-13T14:00:00+0530,25662.95,25667.5,25620.95,25636.55,0
2026-01-13T14:15:00+0530,25636.25,25649.05,25609.65,25612.6,0
2026-01-13T14:30:00+0530,25611.65,25702.3,25603.3,25692.65,0
2026-01-13T14:45:00+0530,25692.9,25726.05,25687.8,25707.95,0
2026-01-13T15:00:00+0530,25711.85,25757.15,25702.05,25737.4,0
2026-01-13T15:15:00+0530,25738.85,25749.65,25710.45,25714.2,0
2026-01-14T09:15:00+0530,25648.55,25744.8,25638.35,25737.5,0
2026-01-14T09:30:00+0530,25737.7,25750.45,25703.15,25706.65,0
2026-01-14T09:45:00+0530,25704.9,25761.5,25674.4,25729.9,0
2026-01-14T10:00:00+0530,25729.6,25733.8,25692.65,25696.8,0
2026-01-14T10:15:00+0530,25697.9,25703.75,25661.35,25688.9,0
2026-01-14T10:30:00+0530,25689.9,25718.9,25662.25,25675,0
2026-01-14T10:45:00+0530,25674.95,25729,25662,25728.8,0
2026-01-14T11:00:00+0530,25729.3,25737.9,25710.75,25726.25,0
2026-01-14T11:15:00+0530,25723.7,25774.4,25720.3,25770.4,0
2026-01-14T11:30:00+0530,25770.7,25777.35,25748.5,25761.15,0
2026-01-14T11:45:00+0530,25760.95,25786.05,25759.4,25775.65,0
2026-01-14T12:00:00+0530,25776.45,25791.75,25742.2,25743.35,0
2026-01-14T12:15:00+0530,25743.7,25774.9,25734.5,25755.85,0
2026-01-14T12:30:00+0530,25756.1,25780.9,25751.85,25753.45,0
2026-01-14T12:45:00+0530,25753.5,25769.45,25741.15,25749.2,0
2026-01-14T13:00:00+0530,25749.1,25761.5,25736.05,25747.15,0
2026-01-14T13:15:00+0530,25746.75,25757.3,25705.6,25715.5,0
2026-01-14T13:30:00+0530,25715.85,25718.55,25658.8,25659.35,0
2026-01-14T13:45:00+0530,25659.85,25670.85,25631.2,25635.95,0
2026-01-14T14:00:00+0530,25636.05,25664.1,25632.2,25663.2,0
2026-01-14T14:15:00+0530,25663.25,25669.75,25603.95,25624.3,0
2026-01-14T14:30:00+0530,25624.4,25680.3,25618.35,25676.65,0
2026-01-14T14:45:00+0530,25676.4,25715.65,25675.65,25678.2,0
2026-01-14T15:00:00+0530,25681.25,25694.1,25649.4,25652.85,0
2026-01-14T15:15:00+0530,25652.85,25677.4,25648.3,25669.1,0
2026-01-16T09:15:00+0530,25696.05,25743.25,25678.4,25725.55,0
2026-01-16T09:30:00+0530,25725.75,25727.5,25683.8,25725.75,0
2026-01-16T09:45:00+0530,25726.2,25755.85,25715.2,25739.25,0
2026-01-16T10:00:00+0530,25738.2,25789.5,25736.8,25784.95,0
2026-01-16T10:15:00+0530,25784.2,25865.65,25783.9,25857.5,0
2026-01-16T10:30:00+0530,25857,25873.5,25839.75,25844.55,0
2026-01-16T10:45:00+0530,25844.8,25863.9,25827,25829.7,0
2026-01-16T11:00:00+0530,25829.3,25841.8,25801.85,25812.5,0
2026-01-16T11:15:00+0530,25812.4,25823.4,25800.95,25813.15,0
2026-01-16T11:30:00+0530,25814.75,25830.65,25797.15,25798.45,0
2026-01-16T11:45:00+0530,25798.65,25799.45,25770.25,25775.65,0
2026-01-16T12:00:00+0530,25775.9,25826.6,25773.45,25824.65,0
2026-01-16T12:15:00+0530,25823.95,25829.2,25744.9,25752.05,0
2026-01-16T12:30:00+0530,25752.1,25774.6,25737.8,25759.55,0
2026-01-16T12:45:00+0530,25759.5,25767.85,25738.1,25745.65,0
2026-01-16T13:00:00+0530,25744.55,25746.35,25704.1,25717.05,0
2026-01-16T13:15:00+0530,25717.75,25723.1,25662.4,25701.65,0
2026-01-16T13:30:00+0530,25701.75,25719.75,25683.8,25696.35,0
2026-01-16T13:45:00+0530,25697.15,25717.1,25676.5,25683.7,0
2026-01-16T14:00:00+0530,25684.2,25697.55,25667.4,25688.05,0
2026-01-16T14:15:00+0530,25687.65,25710.5,25671.7,25697.8,0
2026-01-16T14:30:00+0530,25697.85,25720.45,25680.7,25710.2,0
2026-01-16T14:45:00+0530,25711.05,25716.15,25687.5,25706.35,0
2026-01-16T15:00:00+0530,25701.9,25709.05,25682.45,25682.45,0
2026-01-16T15:15:00+0530,25682.85,25710.75,25681.6,25701.9,0
2026-01-19T09:15:00+0530,25653.1,25653.3,25528.3,25554.75,0
2026-01-19T09:30:00+0530,25556.35,25596.3,25532.35,25565.6,0
2026-01-19T09:45:00+0530,25564.75,25585,25540.15,25543.45,0
2026-01-19T10:00:00+0530,25541.8,25542.25,25504.85,25527.9,0
2026-01-19T10:15:00+0530,25526.55,25547.6,25496.25,25507.25,0
2026-01-19T10:30:00+0530,25506.4,25527.95,25494.35,25513.55,0
2026-01-19T10:45:00+0530,25513.85,25549.45,25511.9,25548.1,0
2026-01-19T11:00:00+0530,25546.85,25564.2,25526.5,25538.4,0
2026-01-19T11:15:00+0530,25538.15,25538.4,25508.7,25521.9,0
2026-01-19T11:30:00+0530,25521.8,25547,25511.85,25545.9,0
2026-01-19T11:45:00+0530,25546.05,25549.9,25524.85,25534.45,0
2026-01-19T12:00:00+0530,25535.15,25535.25,25512.75,25532.65,0
2026-01-19T12:15:00+0530,25532.4,25556.25,25518.35,25528.65,0
2026-01-19T12:30:00+0530,25528.1,25531.4,25511.45,25527,0
2026-01-19T12:45:00+0530,25526.95,25555.3,25510.65,25553.25,0
2026-01-19T13:00:00+0530,25553.05,25565.25,25522.65,25534.65,0
2026-01-19T13:15:00+0530,25533.4,25547.35,25522.35,25529.95,0
2026-01-19T13:30:00+0530,25529.45,25564.8,25529.45,25549.9,0
2026-01-19T13:45:00+0530,25548.25,25611.7,25540.8,25598.75,0
2026-01-19T14:00:00+0530,25597.85,25630.65,25587,25590.3,0
2026-01-19T14:15:00+0530,25589.65,25615.35,25586.5,25592.3,0
2026-01-19T14:30:00+0530,25591.95,25621.7,25591.75,25614.9,0
2026-01-19T14:45:00+0530,25614.65,25636.3,25613.25,25628.95,0
2026-01-19T15:00:00+0530,25629.3,25633.7,25585.7,25591.15,0
2026-01-19T15:15:00+0530,25592.25,25594.1,25545.4,25555.5,0
2026-01-20T09:15:00+0530,25580.3,25585,25484.1,25488.35,0
2026-01-20T09:30:00+0530,25488.75,25517.75,25453.85,25467.5,0
2026-01-20T09:45:00+0530,25468.95,25478.05,25432.6,25457.75,0
2026-01-20T10:00:00+0530,25458.7,25489.5,25452.7,25468.7,0
2026-01-20T10:15:00+0530,25471.65,25500.45,25457.35,25482.6,0
2026-01-20T10:30:00+0530,25483.4,25504,25471.7,25482.45,0
2026-01-20T10:45:00+0530,25483.45,25491.85,25456.7,25466.2,0
2026-01-20T11:00:00+0530,25466.95,25466.95,25446.25,25449.6,0
2026-01-20T11:15:00+0530,25450.6,25472.1,25443.85,25464.05,0
2026-01-20T11:30:00+0530,25464,25472.9,25452.55,25469.7,0
2026-01-20T11:45:00+0530,25470.95,25492.5,25461.7,25474.4,0
2026-01-20T12:00:00+0530,25475.8,25476.4,25427.25,25437.35,0
2026-01-20T12:15:00+0530,25439.05,25444.45,25420.55,25432.95,0
2026-01-20T12:30:00+0530,25433.95,25435.3,25409,25409.75,0
2026-01-20T12:45:00+0530,25411.95,25436.9,25405.1,25431.8,0
2026-01-20T13:00:00+0530,25432.55,25433.7,25414.25,25415.95,0
2026-01-20T13:15:00+0530,25416.3,25436.15,25410.55,25416.75,0
2026-01-20T13:30:00+0530,25418.05,25419.25,25361.45,25372.45,0
2026-01-20T13:45:00+0530,25372.75,25378.65,25360.25,25369.65,0
2026-01-20T14:00:00+0530,25371.75,25389.2,25347.55,25360.75,0
2026-01-20T14:15:00+0530,25361.45,25392.35,25352.95,25389.45,0
2026-01-20T14:30:00+0530,25390.4,25394.1,25332.95,25344.15,0
2026-01-20T14:45:00+0530,25344.65,25355.25,25311.45,25311.45,0
2026-01-20T15:00:00+0530,25310.3,25311,25213.85,25217.55,0
2026-01-20T15:15:00+0530,25217.05,25239.3,25171.35,25225.35,0
2026-01-21T09:15:00+0530,25141,25277.75,25130.15,25199.95,0
2026-01-21T09:30:00+0530,25201.95,25251.3,25187.9,25199.45,0
2026-01-21T09:45:00+0530,25199.65,25212.3,25158.1,25158.7,0
2026-01-21T10:00:00+0530,25158.95,25178.95,25137.95,25153.25,0
2026-01-21T10:15:00+0530,25153.8,25159.1,25092.2,25096.4,0
2026-01-21T10:30:00+0530,25096.75,25102.5,25026.2,25029,0
2026-01-21T10:45:00+0530,25029.1,25030.8,24919.8,24993.6,0
2026-01-21T11:00:00+0530,24991.8,25070.1,24975,25054.75,0
2026-01-21T11:15:00+0530,25055.4,25077.2,25026.6,25029.15,0
2026-01-21T11:30:00+0530,25028,25071.2,25024.45,25040.05,0
2026-01-21T11:45:00+0530,25041,25080.25,25040.9,25069.85,0
2026-01-21T12:00:00+0530,25069.1,25136.15,25063.85,25136.15,0
2026-01-21T12:15:00+0530,25135.15,25187.9,25118.5,25133.2,0
2026-01-21T12:30:00+0530,25133.9,25245.85,25132,25226.7,0
2026-01-21T12:45:00+0530,25225.9,25294.4,25225.1,25279.4,0
2026-01-21T13:00:00+0530,25279.1,25300.95,25221.5,25237.45,0
2026-01-21T13:15:00+0530,25237.6,25242.4,25196.05,25210.4,0
2026-01-21T13:30:00+0530,25210.75,25238.25,25173.35,25195.7,0
2026-01-21T13:45:00+0530,25195.15,25208.9,25148.45,25153.25,0
2026-01-21T14:00:00+0530,25151.1,25160.3,25132.85,25136.7,0
2026-01-21T14:15:00+0530,25137.45,25202.05,25120,25120.85,0
2026-01-21T14:30:00+0530,25120.25,25166.4,25119.85,25150.1,0
2026-01-21T14:45:00+0530,25149,25164.05,25137.65,25143.15,0
2026-01-21T15:00:00+0530,25143.75,25182.5,25135.35,25155,0
2026-01-21T15:15:00+0530,25155.2,25171.7,25140.55,25168.1,0
2026-01-22T09:15:00+0530,25344.15,25395.75,25302.45,25386.65,0
2026-01-22T09:30:00+0530,25385.2,25425.7,25385.2,25395.95,0
2026-01-22T09:45:00+0530,25395.05,25435.75,25379.2,25394.55,0
2026-01-22T10:00:00+0530,25395.3,25411.65,25363.3,25376,0
2026-01-22T10:15:00+0530,25376.5,25388.55,25290.2,25291.9,0
2026-01-22T10:30:00+0530,25292.9,25332.5,25245.25,25295.35,0
2026-01-22T10:45:00+0530,25294.85,25298.45,25221.7,25221.7,0
2026-01-22T11:00:00+0530,25221.95,25248.95,25201.9,25215.75,0
2026-01-22T11:15:00+0530,25215.95,25280.55,25211.25,25247.25,0
2026-01-22T11:30:00+0530,25246.85,25259.15,25197.8,25206.85,0
2026-01-22T11:45:00+0530,25205.9,25226.4,25177.85,25188.2,0
2026-01-22T12:00:00+0530,25188.8,25241.5,25183.3,25237.1,0
2026-01-22T12:15:00+0530,25237.15,25277.5,25216.05,25255.25,0
2026-01-22T12:30:00+0530,25254.6,25271.3,25210.45,25244.95,0
2026-01-22T12:45:00+0530,25244.75,25262.5,25205.9,25209.9,0
2026-01-22T13:00:00+0530,25208.65,25222.05,25190.45,25191.95,0
2026-01-22T13:15:00+0530,25192.05,25208.3,25171.25,25179.05,0
2026-01-22T13:30:00+0530,25177.85,25227.55,25169.4,25204.55,0
2026-01-22T13:45:00+0530,25204.05,25241.1,25187.05,25229.15,0
2026-01-22T14:00:00+0530,25228.35,25245,25176.95,25178.35,0
2026-01-22T14:15:00+0530,25178.8,25236.7,25168.5,25234.85,0
