trade_date,strike,side,entry_time,entry_price,exit_time,exit_price,pnl,exit_reason,pivot,mfe,mae,plus20_hit,plus40_hit,loss_count_after_trade,daily_pnl_after_trade,entry_ema20,entry_above_ema20,distance_from_ema20,previous_candle_touched_ema20,current_candle_touched_ema20,entry_candle_color,entry_near_ema20_5pts,entry_near_ema20_10pts,entry_near_ema20_15pts
2026-02-01,25350,PE,2026-02-01 09:45:00,202.5,2026-02-01 10:05:00,202.15,-0.3499999999999943,stop,199.97500000000002,22.19999999999999,-4.349999999999994,True,False,1,-0.3499999999999943,208.3826039956959,False,-5.882603995695888,True,True,green,False,True,True
2026-02-01,25350,CE,2026-02-01 10:15:00,202.25,2026-02-01 11:20:00,217.85,15.599999999999994,stop,199.97500000000002,56.75,-2.25,True,True,1,15.25,192.19158119950308,True,10.058418800496923,True,False,red,False,False,True
2026-02-01,25350,PE,2026-02-01 11:50:00,212.2,2026-02-01 12:05:00,166.0,-46.19999999999999,stop,199.97500000000002,27.80000000000001,-48.54999999999998,True,False,2,-30.94999999999999,191.60441602992324,True,20.595583970076746,False,True,red,False,False,False
2026-02-02,24800,CE,2026-02-02 09:55:00,172.95,2026-02-02 10:00:00,143.35,-29.599999999999994,stop,170.4,0.15000000000000568,-29.599999999999994,False,False,1,-29.599999999999994,216.03964279741464,False,-43.089642797414655,True,True,red,False,False,False
2026-02-02,24800,PE,2026-02-02 11:10:00,170.75,2026-02-02 11:25:00,162.9,-7.849999999999994,stop,170.4,24.349999999999994,-10.199999999999989,True,False,2,-37.44999999999999,136.13830513029203,True,34.611694869707975,False,False,red,False,False,False
2026-02-02,24800,CE,2026-02-02 12:20:00,179.6,2026-02-02 12:30:00,161.5,-18.099999999999994,stop,170.4,1.8499999999999943,-19.849999999999994,False,False,3,-55.54999999999998,154.68097630408823,True,24.91902369591176,False,False,green,False,False,False
2026-02-04,25700,CE,2026-02-04 10:30:00,190.35,2026-02-04 11:20:00,172.4,-17.94999999999999,stop,189.6,16.650000000000006,-18.150000000000006,False,False,1,-17.94999999999999,218.78591338794794,False,-28.43591338794795,False,False,red,False,False,False
2026-02-04,25700,CE,2026-02-04 12:10:00,194.1,2026-02-04 12:45:00,178.6,-15.5,stop,189.6,8.450000000000017,-16.099999999999994,False,False,2,-33.44999999999999,190.7021632248852,True,3.397836775114797,True,True,green,True,True,True
2026-02-05,25750,PE,2026-02-05 09:30:00,167.05,2026-02-05 10:10:00,182.7,15.649999999999977,stop,166.3,52.89999999999998,-9.050000000000011,True,True,0,15.649999999999977,146.50508917421527,True,20.54491082578474,False,False,red,False,False,False
2026-02-05,25750,PE,2026-02-05 10:25:00,172.6,2026-02-05 11:35:00,172.6,0.0,stop,166.3,38.400000000000006,-3.75,True,False,0,15.649999999999977,172.57086211544308,True,0.029137884556917015,True,True,green,True,True,True
