trade_date,strike,side,entry_time,entry_price,exit_time,exit_price,pnl,exit_reason,pivot,mfe,mae,plus20_hit,plus40_hit,loss_count_after_trade,daily_pnl_after_trade,entry_ema20,entry_above_ema20,distance_from_ema20,previous_candle_touched_ema20,current_candle_touched_ema20,entry_candle_color,entry_near_ema20_5pts,entry_near_ema20_10pts,entry_near_ema20_15pts
2026-03-12,23650,CE,2026-03-12 13:00:00,287.35,2026-03-12 13:50:00,332.4,45.049999999999955,stop,282.9,91.39999999999998,-22.850000000000023,True,True,2,14.75,308.2646797526436,False,-20.914679752643565,False,False,red,False,False,False
2026-03-13,23450,PE,2026-03-13 11:30:00,257.75,2026-03-13 12:45:00,360.45,102.69999999999999,stop,253.25,140.25,-16.349999999999994,True,True,0,102.69999999999999,270.55838103548126,False,-12.808381035481261,True,True,red,False,False,True
2026-03-16,23100,CE,2026-03-16 10:00:00,238.3,2026-03-16 10:10:00,211.35,-26.950000000000017,stop,235.975,7.25,-33.150000000000006,False,False,1,-26.950000000000017,264.20017928186587,False,-25.90017928186586,False,False,green,False,False,False
2026-03-16,23100,CE,2026-03-16 11:20:00,244.65,2026-03-16 11:35:00,225.45,-19.200000000000017,stop,235.975,19.74999999999997,-23.80000000000001,False,False,2,-46.150000000000034,199.7974779092594,True,44.85252209074059,True,False,green,False,False,False
2026-03-17,23500,PE,2026-03-17 11:20:00,129.05,2026-03-17 11:35:00,145.25,16.19999999999999,stop,123.5,47.39999999999998,-4.800000000000011,True,True,0,16.19999999999999,98.40793970307544,True,30.64206029692457,True,False,green,False,False,False
2026-03-17,23500,PE,2026-03-17 11:45:00,142.35,2026-03-17 11:50:00,120.45,-21.89999999999999,stop,123.5,1.5500000000000114,-35.14999999999999,False,False,1,-5.700000000000003,118.72885677676565,True,23.62114322323434,False,False,red,False,False,False
2026-03-18,23650,CE,2026-03-18 09:55:00,247.0,2026-03-18 10:05:00,227.0,-20.0,stop,244.5,1.9499999999999886,-22.30000000000001,False,False,1,-20.0,244.66932010731003,True,2.3306798926899717,False,True,red,True,True,True
2026-03-19,23200,PE,2026-03-19 09:40:00,221.65,2026-03-19 10:25:00,218.55,-3.0999999999999943,stop,216.425,38.349999999999994,-10.5,True,False,1,-3.0999999999999943,130.51122008248046,True,91.13877991751954,False,False,red,False,False,False
2026-03-19,23200,PE,2026-03-19 10:55:00,219.8,2026-03-19 12:10:00,210.85,-8.950000000000017,stop,216.425,34.19999999999999,-11.700000000000017,True,False,2,-12.050000000000011,199.93587833152034,True,19.86412166847967,False,False,green,False,False,False
2026-03-19,23200,PE,2026-03-19 12:30:00,221.1,2026-03-19 12:50:00,204.15,-16.94999999999999,stop,216.425,9.200000000000017,-17.69999999999999,False,False,3,-29.0,220.9965220734498,True,0.10347792655019816,True,True,green,True,True,True
2026-03-20,23100,CE,2026-03-20 15:00:00,259.05,2026-03-20 15:25:00,238.7,-20.350000000000023,stop,257.6,12.25,-30.400000000000006,False,False,1,-20.350000000000023,283.01333199189077,False,-23.963331991890755,False,False,green,False,False,False
2026-03-24,22900,PE,2026-03-24 09:30:00,154.0,2026-03-24 09:55:00,187.8,33.80000000000001,stop,147.5,78.19999999999999,-9.699999999999989,True,True,0,33.80000000000001,339.50874256401045,False,-185.50874256401045,False,False,green,False,False,False
2026-03-24,22900,PE,2026-03-24 11:45:00,162.9,2026-03-24 11:55:00,129.4,-33.5,stop,147.5,8.699999999999989,-48.900000000000006,False,False,1,0.30000000000001137,216.99888559758722,False,-54.09888559758721,False,False,red,False,False,False
2026-03-24,22900,PE,2026-03-24 12:10:00,163.3,2026-03-24 12:20:00,86.25,-77.05000000000001,stop,147.5,8.599999999999994,-78.25000000000001,False,False,2,-76.75,190.21169915467325,False,-26.911699154673244,False,False,green,False,False,False
2026-03-30,22550,CE,2026-03-30 09:35:00,199.6,2026-03-30 09:45:00,164.65,-34.94999999999999,stop,186.675,19.599999999999994,-37.349999999999994,False,False,1,-34.94999999999999,306.97296517306694,False,-107.37296517306694,False,False,green,False,False,False
