month,trade_date,trades,wins,losses,gross_pnl,day_pnl
Jun,2026-06-01,2,1,1,7.549999999999983,7.549999999999983
Jun,2026-06-03,1,1,0,67.25,67.25
Jun,2026-06-04,1,1,0,29.850000000000023,29.850000000000023
Jun,2026-06-08,1,0,1,-28.60000000000001,-28.60000000000001
Jun,2026-06-11,1,1,0,28.150000000000006,28.150000000000006
Jun,2026-06-12,2,0,2,-48.95,-48.95
Jun,2026-06-15,1,1,0,25.200000000000017,25.200000000000017
Jun,2026-06-17,3,0,3,-62.099999999999994,-62.099999999999994
Jun,2026-06-18,2,1,1,41.599999999999994,41.599999999999994
