date,open,high,low,close
2026-04-17 09:15:00+05:30,337.7,379.15,288.85,295.35
2026-04-17 09:20:00+05:30,292.3,298.6,281.0,298.6
2026-04-17 09:25:00+05:30,295.3,298.65,274.0,275.0
2026-04-17 09:30:00+05:30,274.5,303.25,272.65,302.2
2026-04-17 09:35:00+05:30,304.2,319.85,283.0,291.05
2026-04-17 09:40:00+05:30,291.05,313.4,282.95,302.85
2026-04-17 09:45:00+05:30,302.0,305.0,281.65,283.9
2026-04-17 09:50:00+05:30,284.0,284.0,274.85,277.1
2026-04-17 09:55:00+05:30,277.65,285.7,266.0,273.7
2026-04-17 10:00:00+05:30,274.0,287.75,254.0,255.8
2026-04-17 10:05:00+05:30,253.55,255.2,241.5,249.1
2026-04-17 10:10:00+05:30,249.2,252.0,240.2,241.45
2026-04-17 10:15:00+05:30,239.25,239.35,229.5,234.5
2026-04-17 10:20:00+05:30,233.8,236.0,228.1,230.4
2026-04-17 10:25:00+05:30,230.65,230.95,222.45,230.5
2026-04-17 10:30:00+05:30,230.65,246.05,225.45,241.95
2026-04-17 10:35:00+05:30,243.55,250.5,236.45,249.25
2026-04-17 10:40:00+05:30,248.75,254.55,238.9,244.8
2026-04-17 10:45:00+05:30,244.4,247.85,238.2,243.0
2026-04-17 10:50:00+05:30,242.6,248.3,240.0,244.8
2026-04-17 10:55:00+05:30,245.7,247.6,240.4,247.5
2026-04-17 11:00:00+05:30,246.8,259.0,242.9,253.0
2026-04-17 11:05:00+05:30,252.25,253.45,241.25,245.4
2026-04-17 11:10:00+05:30,244.7,246.15,230.9,239.05
2026-04-17 11:15:00+05:30,238.6,238.9,228.5,230.25
2026-04-17 11:20:00+05:30,230.05,233.9,226.25,232.4
2026-04-17 11:25:00+05:30,232.45,237.0,226.75,230.25
2026-04-17 11:30:00+05:30,229.3,232.25,223.9,224.15
2026-04-17 11:35:00+05:30,224.5,227.5,218.15,223.2
2026-04-17 11:40:00+05:30,223.35,224.45,213.6,218.45
2026-04-17 11:45:00+05:30,218.6,229.35,217.95,226.25
2026-04-17 11:50:00+05:30,225.85,226.1,206.4,209.9
2026-04-17 11:55:00+05:30,209.7,226.85,206.0,225.4
2026-04-17 12:00:00+05:30,225.15,236.1,225.15,236.1
2026-04-17 12:05:00+05:30,235.85,238.6,223.0,225.85
2026-04-17 12:10:00+05:30,225.9,228.6,221.1,221.75
2026-04-17 12:15:00+05:30,221.95,225.2,217.6,223.0
2026-04-17 12:20:00+05:30,222.75,225.45,217.8,218.45
