month,trade_date,trades,wins,losses,gross_pnl,day_pnl
Apr,2026-04-09,1,1,0,26.099999999999994,26.099999999999994
Apr,2026-04-10,1,1,0,22.349999999999994,22.349999999999994
Apr,2026-04-15,2,0,2,-10.449999999999989,-10.449999999999989
Apr,2026-04-20,2,0,2,-36.5,-36.5
Apr,2026-04-22,2,0,2,-20.399999999999977,-20.399999999999977
Apr,2026-04-27,1,1,0,25.75,25.75
