month,trade_date,strike,side,entry_time,entry_price,exit_time,exit_price,pnl,exit_reason,pivot,mfe,mae,plus20_hit,plus40_hit,loss_count_after_trade,daily_pnl_after_trade,entry_ema20,entry_above_ema20,distance_from_ema20,previous_candle_touched_ema20,current_candle_touched_ema20,entry_candle_color,entry_near_ema20_5pts,entry_near_ema20_10pts,entry_near_ema20_15pts
Jun,2026-06-01,23650,PE,2026-06-01 10:20:00,143.15,2026-06-01 10:45:00,128.9,-14.25,stop,135.125,21.849999999999994,-19.05000000000001,True,False,1,-14.25,121.12370869491147,True,22.026291305088535,False,False,green,False,False,False
Jun,2026-06-01,23650,PE,2026-06-01 11:50:00,135.5,2026-06-01 12:10:00,157.45,21.94999999999999,stop,135.125,51.650000000000006,-0.5,True,True,1,7.699999999999989,127.36518218664114,True,8.134817813358865,False,False,green,False,True,True
Jun,2026-06-08,23100,CE,2026-06-08 14:30:00,139.55,2026-06-08 15:00:00,110.95,-28.60000000000001,stop,138.425,25.19999999999999,-34.35000000000001,True,False,1,-28.60000000000001,162.89448207484747,False,-23.344482074847463,False,False,green,False,False,False
Jun,2026-06-11,23100,CE,2026-06-11 15:05:00,180.65,2026-06-11 15:25:00,208.8,28.150000000000006,end_of_day,175.5,28.650000000000006,-0.6500000000000057,True,False,0,28.150000000000006,218.64624422819043,False,-37.99624422819042,False,False,green,False,False,False
Jun,2026-06-12,23400,PE,2026-06-12 09:45:00,144.3,2026-06-12 11:10:00,143.75,-0.5500000000000114,stop,143.5,26.549999999999983,-1.200000000000017,True,False,1,-0.5500000000000114,200.04850021955386,False,-55.74850021955385,False,False,red,False,False,False
Jun,2026-06-12,23400,PE,2026-06-12 11:40:00,145.1,2026-06-12 13:25:00,123.8,-21.299999999999997,stop,143.5,38.150000000000006,-41.39999999999999,True,False,2,-21.85000000000001,157.10450826932902,False,-12.004508269329023,False,False,red,False,False,True
Jun,2026-06-15,24000,PE,2026-06-15 10:50:00,107.35,2026-06-15 13:05:00,132.55,25.200000000000017,stop,106.925,57.650000000000006,-2.5999999999999943,True,True,0,25.200000000000017,168.26301665869363,False,-60.913016658693635,False,False,red,False,False,False
Jun,2026-06-17,24050,CE,2026-06-17 09:50:00,170.7,2026-06-17 11:55:00,154.55,-16.149999999999977,stop,169.25,11.25,-16.25,False,False,1,-16.149999999999977,144.71384062091226,True,25.986159379087724,False,False,green,False,False,False
Jun,2026-06-17,24050,PE,2026-06-17 12:30:00,169.8,2026-06-17 13:35:00,154.75,-15.050000000000011,stop,169.25,13.949999999999989,-18.30000000000001,False,False,2,-31.19999999999999,164.52030397941087,True,5.279696020589142,False,False,green,False,True,True
Jun,2026-06-17,24050,PE,2026-06-17 14:30:00,171.0,2026-06-17 14:55:00,140.1,-30.900000000000006,stop,169.25,2.8499999999999943,-30.900000000000006,False,False,3,-62.099999999999994,166.2299899010318,True,4.770010098968214,True,False,red,True,True,True
Jun,2026-06-18,24050,CE,2026-06-18 09:30:00,144.15,2026-06-18 10:35:00,132.75,-11.400000000000006,stop,142.775,31.25,-11.400000000000006,True,False,1,-11.400000000000006,152.8809484383969,False,-8.730948438396894,False,False,red,False,True,True
