month,trade_date,trades,wins,losses,gross_pnl,day_pnl
Jun,2026-06-01,2,1,1,7.699999999999989,7.699999999999989
Jun,2026-06-08,1,0,1,-28.60000000000001,-28.60000000000001
Jun,2026-06-11,1,1,0,28.150000000000006,28.150000000000006
Jun,2026-06-12,2,0,2,-21.85000000000001,-21.85000000000001
Jun,2026-06-15,1,1,0,25.200000000000017,25.200000000000017
Jun,2026-06-17,3,0,3,-62.099999999999994,-62.099999999999994
Jun,2026-06-18,1,0,1,-11.400000000000006,-11.400000000000006
