month,trade_date,trades,wins,losses,gross_pnl,day_pnl
Mar,2026-03-06,2,1,1,11.900000000000006,11.900000000000006
Mar,2026-03-09,1,1,0,20.849999999999994,20.849999999999994
Mar,2026-03-13,1,1,0,100.14999999999998,100.14999999999998
Mar,2026-03-19,2,1,1,135.05000000000004,135.05000000000004
